State,State Code,Year,Year Code,Deaths,Population,Crude Rate,% of Total Deaths
District of Columbia,11,2000,2000,141,572059,24.648,0.00062
District of Columbia,11,2001,2001,145,574504,25.239,0.00063
District of Columbia,11,2002,2002,182,573158,31.754,0.00079
District of Columbia,11,2003,2003,157,568502,27.616,0.00068
District of Columbia,11,2004,2004,138,567754,24.306,0.0006
District of Columbia,11,2005,2005,143,567136,25.214,0.00062
District of Columbia,11,2006,2006,123,570681,21.553,0.00054
District of Columbia,11,2007,2007,131,574404,22.806,0.00057
District of Columbia,11,2008,2008,122,580236,21.026,0.00053
District of Columbia,11,2009,2009,104,592228,17.561,0.00045
District of Columbia,11,2010,2010,86,601723,14.292,0.00038
District of Columbia,11,2011,2011,77,617996,12.460,0.00034
District of Columbia,11,2012,2012,55,632323,8.698,0.00024
District of Columbia,11,2013,2013,61,646449,9.436,0.00027
District of Columbia,11,2014,2014,67,658893,10.169,0.00029
District of Columbia,11,2015,2015,105,672228,15.620,0.00046
District of Columbia,11,2016,2016,98,681170,14.387,0.00043
Florida,12,1999,1999,573,15759421,3.636,0.0025
Florida,12,2000,2000,491,15982378,3.072,0.00214
Florida,12,2001,2001,610,16356966,3.729,0.00266
Florida,12,2002,2002,669,16689370,4.009,0.00292
Florida,12,2003,2003,690,17004085,4.058,0.00301
Florida,12,2004,2004,682,17415318,3.916,0.00298
Florida,12,2005,2005,661,17842038,3.705,0.00288
Florida,12,2006,2006,838,18166990,4.613,0.00366
Florida,12,2007,2007,967,18367842,5.265,0.00422
Florida,12,2008,2008,919,18527305,4.960,0.00401
Florida,12,2009,2009,834,18652644,4.471,0.00364
Florida,12,2010,2010,797,18801310,4.239,0.00348
Florida,12,2011,2011,865,19057542,4.539,0.00377
Florida,12,2012,2012,899,19317568,4.654,0.00392
Florida,12,2013,2013,849,19552860,4.342,0.0037
Florida,12,2014,2014,849,19893297,4.268,0.0037
Florida,12,2015,2015,913,20271272,4.504,0.00398
Florida,12,2016,2016,1018,20612439,4.939,0.00444
Georgia,13,1999,1999,471,8045965,5.854,0.00205
Georgia,13,2000,2000,502,8186453,6.132,0.00219
Georgia,13,2001,2001,489,8377038,5.837,0.00213
Georgia,13,2002,2002,504,8508256,5.924,0.0022
Georgia,13,2003,2003,511,8622793,5.926,0.00223
Georgia,13,2004,2004,450,8769252,5.132,0.00196
Georgia,13,2005,2005,464,8925922,5.198,0.00202
Georgia,13,2006,2006,524,9155813,5.723,0.00229
Georgia,13,2007,2007,593,9349988,6.342,0.00259
Georgia,13,2008,2008,551,9504843,5.797,0.0024
Georgia,13,2009,2009,494,9620846,5.135,0.00216
Georgia,13,2010,2010,498,9687653,5.141,0.00217
Georgia,13,2011,2011,476,9815210,4.850,0.00208
Georgia,13,2012,2012,523,9919945,5.272,0.00228
Georgia,13,2013,2013,501,9992167,5.014,0.00219
Georgia,13,2014,2014,540,10097343,5.348,0.00236
Georgia,13,2015,2015,609,10214860,5.962,0.00266
Georgia,13,2016,2016,686,10310371,6.653,0.00299
Hawaii,15,1999,1999,19,1210300,Unreliable,0.00008
Hawaii,15,2000,2000,14,1211537,Unreliable,0.00006
Hawaii,15,2001,2001,13,1225948,Unreliable,0.00006
Hawaii,15,2002,2002,15,1239613,Unreliable,0.00007
Hawaii,15,2003,2003,12,1251154,Unreliable,0.00005
Hawaii,15,2006,2006,11,1309731,Unreliable,0.00005
Hawaii,15,2008,2008,12,1332213,Unreliable,0.00005
Hawaii,15,2009,2009,10,1346717,Unreliable,0.00004
Hawaii,15,2016,2016,25,1428557,1.750,0.00011
Idaho,16,1999,1999,26,1275674,2.038,0.00011
Idaho,16,2000,2000,18,1293953,Unreliable,0.00008
Idaho,16,2001,2001,35,1319962,2.652,0.00015
Idaho,16,2002,2002,24,1340372,1.791,0.0001
Idaho,16,2003,2003,25,1363380,1.834,0.00011
Idaho,16,2004,2004,23,1391802,1.653,0.0001
Idaho,16,2005,2005,34,1428241,2.381,0.00015
Idaho,16,2006,2006,32,1468669,2.179,0.00014
Idaho,16,2007,2007,36,1505105,2.392,0.00016
Idaho,16,2008,2008,20,1534320,1.304,0.00009
Idaho,16,2009,2009,16,1554439,Unreliable,0.00007
Idaho,16,2010,2010,16,1567582,Unreliable,0.00007
Idaho,16,2011,2011,23,1584985,1.451,0.0001
Idaho,16,2012,2012,27,1595728,1.692,0.00012
Idaho,16,2013,2013,24,1612136,1.489,0.0001
Idaho,16,2014,2014,27,1634464,1.652,0.00012
Idaho,16,2015,2015,28,1654930,1.692,0.00012
Idaho,16,2016,2016,21,1683140,1.248,0.00009
Illinois,17,1999,1999,723,12359020,5.850,0.00315
Illinois,17,2000,2000,695,12419293,5.596,0.00303
Illinois,17,2001,2001,775,12488445,6.206,0.00338
Illinois,17,2002,2002,759,12525556,6.060,0.00331
Illinois,17,2003,2003,734,12556006,5.846,0.0032
Illinois,17,2004,2004,602,12589773,4.782,0.00263
Illinois,17,2005,2005,594,12609903,4.711,0.00259
Illinois,17,2006,2006,660,12643955,5.220,0.00288
Illinois,17,2007,2007,602,12695866,4.742,0.00263
Illinois,17,2008,2008,656,12747038,5.146,0.00286
Illinois,17,2009,2009,646,12796778,5.048,0.00282
Illinois,17,2010,2010,612,12830632,4.770,0.00267
Illinois,17,2011,2011,636,12869257,4.942,0.00277
Illinois,17,2012,2012,674,12875255,5.235,0.00294
Illinois,17,2013,2013,605,12882135,4.696,0.00264
Illinois,17,2014,2014,636,12880580,4.938,0.00277
Illinois,17,2015,2015,714,12859995,5.552,0.00311
Illinois,17,2016,2016,968,12801539,7.562,0.00422
Indiana,18,1999,1999,304,6044969,5.029,0.00133
Indiana,18,2000,2000,251,6080485,4.128,0.0011
Indiana,18,2001,2001,315,6127760,5.141,0.00137
Indiana,18,2002,2002,269,6155967,4.370,0.00117
Indiana,18,2003,2003,269,6196638,4.341,0.00117
Indiana,18,2004,2004,246,6233007,3.947,0.00107
Indiana,18,2005,2005,279,6278616,4.444,0.00122
Indiana,18,2006,2006,292,6332669,4.611,0.00127
Indiana,18,2007,2007,273,6379599,4.279,0.00119
Indiana,18,2008,2008,266,6424806,4.140,0.00116
Indiana,18,2009,2009,273,6459325,4.226,0.00119
Indiana,18,2010,2010,249,6483802,3.840,0.00109
Indiana,18,2011,2011,217,6516922,3.330,0.00095
Indiana,18,2012,2012,274,6537334,4.191,0.0012
Indiana,18,2013,2013,319,6570902,4.855,0.00139
Indiana,18,2014,2014,281,6596855,4.260,0.00123
Indiana,18,2015,2015,317,6619680,4.789,0.00138
Indiana,18,2016,2016,395,6633053,5.955,0.00172
Iowa,19,1999,1999,38,2917634,1.302,0.00017
Iowa,19,2000,2000,31,2926324,1.059,0.00014
Iowa,19,2001,2001,31,2931997,1.057,0.00014
Iowa,19,2002,2002,38,2934234,1.295,0.00017
Iowa,19,2003,2003,28,2941999,0.952,0.00012
Iowa,19,2004,2004,34,2953635,1.151,0.00015
Iowa,19,2005,2005,28,2964454,0.945,0.00012
Iowa,19,2006,2006,44,2982644,1.475,0.00019
Iowa,19,2007,2007,21,2999212,0.700,0.00009
Iowa,19,2008,2008,42,3016734,1.392,0.00018
Iowa,19,2009,2009,31,3032870,1.022,0.00014
Iowa,19,2010,2010,36,3046355,1.182,0.00016
Iowa,19,2011,2011,34,3062309,1.110,0.00015
Iowa,19,2012,2012,41,3074186,1.334,0.00018
Iowa,19,2013,2013,30,3090416,0.971,0.00013
Iowa,19,2014,2014,41,3107126,1.320,0.00018
Iowa,19,2015,2015,51,3123899,1.633,0.00022
Iowa,19,2016,2016,59,3134693,1.882,0.00026
Kansas,20,1999,1999,102,2678338,3.808,0.00044
Kansas,20,2000,2000,113,2688418,4.203,0.00049
Kansas,20,2001,2001,105,2702162,3.886,0.00046
Kansas,20,2002,2002,84,2713535,3.096,0.00037
Kansas,20,2003,2003,87,2723004,3.195,0.00038
Kansas,20,2004,2004,88,2734373,3.218,0.00038
Kansas,20,2005,2005,67,2745299,2.441,0.00029
Kansas,20,2006,2006,80,2762931,2.895,0.00035
Kansas,20,2007,2007,75,2783785,2.694,0.00033
Kansas,20,2008,2008,90,2808076,3.205,0.00039
Kansas,20,2009,2009,100,2832704,3.530,0.00044
Kansas,20,2010,2010,82,2853118,2.874,0.00036
Kansas,20,2011,2011,90,2871238,3.135,0.00039
Kansas,20,2012,2012,75,2885905,2.599,0.00033
Kansas,20,2013,2013,87,2893957,3.006,0.00038
Kansas,20,2014,2014,81,2904021,2.789,0.00035
Kansas,20,2015,2015,101,2911641,3.469,0.00044
Kansas,20,2016,2016,124,2907289,4.265,0.00054
Kentucky,21,1999,1999,189,4018053,4.704,0.00082
Kentucky,21,2000,2000,169,4041769,4.181,0.00074
Kentucky,21,2001,2001,189,4068132,4.646,0.00082
Kentucky,21,2002,2002,179,4089875,4.377,0.00078
Kentucky,21,2003,2003,155,4117170,3.765,0.00068
Kentucky,21,2004,2004,171,4146101,4.124,0.00075
Kentucky,21,2005,2005,170,4182742,4.064,0.00074
Kentucky,21,2006,2006,144,4219239,3.413,0.00063
Kentucky,21,2007,2007,189,4256672,4.440,0.00082
Kentucky,21,2008,2008,182,4289878,4.243,0.00079
Kentucky,21,2009,2009,153,4317074,3.544,0.00067
Kentucky,21,2010,2010,147,4339367,3.388,0.00064
Kentucky,21,2011,2011,155,4369356,3.547,0.00068
Kentucky,21,2012,2012,177,4380415,4.041,0.00077
Kentucky,21,2013,2013,165,4395295,3.754,0.00072
Kentucky,21,2014,2014,159,4413457,3.603,0.00069
Kentucky,21,2015,2015,185,4425092,4.181,0.00081
Kentucky,21,2016,2016,262,4436974,5.905,0.00114
Louisiana,22,1999,1999,385,4460811,8.631,0.00168
Louisiana,22,2000,2000,461,4468976,10.316,0.00201
Louisiana,22,2001,2001,427,4477875,9.536,0.00186
Louisiana,22,2002,2002,520,4497267,11.563,0.00227
Louisiana,22,2003,2003,525,4521042,11.612,0.00229
Louisiana,22,2004,2004,528,4552238,11.599,0.0023
Louisiana,22,2005,2005,502,4576628,10.969,0.00219
Louisiana,22,2006,2006,497,4302665,11.551,0.00217
Louisiana,22,2007,2007,531,4375581,12.136,0.00232
Louisiana,22,2008,2008,471,4435586,10.619,0.00205
Louisiana,22,2009,2009,479,4491648,10.664,0.00209
Louisiana,22,2010,2010,478,4533372,10.544,0.00209
Louisiana,22,2011,2011,486,4574836,10.623,0.00212
Louisiana,22,2012,2012,467,4601893,10.148,0.00204
Louisiana,22,2013,2013,472,4625470,10.204,0.00206
Louisiana,22,2014,2014,447,4649676,9.614,0.00195
Louisiana,22,2015,2015,480,4670724,10.277,0.00209
Louisiana,22,2016,2016,545,4681666,11.641,0.00238
Maine,23,1999,1999,20,1266808,1.579,0.00009
Maine,23,2000,2000,12,1274923,Unreliable,0.00005
Maine,23,2001,2001,11,1285692,Unreliable,0.00005
Maine,23,2003,2003,10,1306513,Unreliable,0.00004
Maine,23,2004,2004,11,1313688,Unreliable,0.00005
Maine,23,2006,2006,16,1323619,Unreliable,0.00007
Maine,23,2007,2007,16,1327040,Unreliable,0.00007
Maine,23,2008,2008,16,1330509,Unreliable,0.00007
Maine,23,2009,2009,15,1329590,Unreliable,0.00007
Maine,23,2010,2010,14,1328361,Unreliable,0.00006
Maine,23,2011,2011,17,1328188,Unreliable,0.00007
Maine,23,2012,2012,16,1329192,Unreliable,0.00007
Maine,23,2013,2013,17,1328302,Unreliable,0.00007
Maine,23,2014,2014,11,1330089,Unreliable,0.00005
Maine,23,2015,2015,14,1329328,Unreliable,0.00006
Maine,23,2016,2016,10,1331479,Unreliable,0.00004
Maryland,24,1999,1999,402,5254509,7.651,0.00175
Maryland,24,2000,2000,359,5296486,6.778,0.00157
Maryland,24,2001,2001,378,5374691,7.033,0.00165
Maryland,24,2002,2002,374,5440389,6.875,0.00163
Maryland,24,2003,2003,401,5496269,7.296,0.00175
Maryland,24,2004,2004,398,5546935,7.175,0.00174
Maryland,24,2005,2005,427,5592379,7.635,0.00186
Maryland,24,2006,2006,422,5627367,7.499,0.00184
Maryland,24,2007,2007,430,5653408,7.606,0.00188
Maryland,24,2008,2008,382,5684965,6.719,0.00167
Maryland,24,2009,2009,320,5730388,5.584,0.0014
Maryland,24,2010,2010,310,5773552,5.369,0.00135
Maryland,24,2011,2011,280,5828289,4.804,0.00122
Maryland,24,2012,2012,299,5884563,5.081,0.0013
Maryland,24,2013,2013,307,5928814,5.178,0.00134
Maryland,24,2014,2014,252,5976407,4.217,0.0011
Maryland,24,2015,2015,452,6006401,7.525,0.00197
Maryland,24,2016,2016,439,6016447,7.297,0.00192
Massachusetts,25,1999,1999,75,6317345,1.187,0.00033
Massachusetts,25,2000,2000,70,6349097,1.103,0.00031
Massachusetts,25,2001,2001,87,6397634,1.360,0.00038
Massachusetts,25,2002,2002,101,6417206,1.574,0.00044
Massachusetts,25,2003,2003,81,6422565,1.261,0.00035
Massachusetts,25,2004,2004,110,6412281,1.715,0.00048
Massachusetts,25,2005,2005,112,6403290,1.749,0.00049
Massachusetts,25,2006,2006,106,6410084,1.654,0.00046
Massachusetts,25,2007,2007,118,6431559,1.835,0.00051
Massachusetts,25,2008,2008,100,6468967,1.546,0.00044
Massachusetts,25,2009,2009,114,6517613,1.749,0.0005
Massachusetts,25,2010,2010,129,6547629,1.970,0.00056
Massachusetts,25,2011,2011,131,6587536,1.989,0.00057
Massachusetts,25,2012,2012,75,6646144,1.128,0.00033
Massachusetts,25,2013,2013,88,6692824,1.315,0.00038
Massachusetts,25,2014,2014,93,6745408,1.379,0.00041
Massachusetts,25,2015,2015,87,6794422,1.280,0.00038
Massachusetts,25,2016,2016,91,6811779,1.336,0.0004
Michigan,26,1999,1999,537,9897116,5.426,0.00234
Michigan,26,2000,2000,526,9938444,5.293,0.00229
Michigan,26,2001,2001,521,9991120,5.215,0.00227
Michigan,26,2002,2002,506,10015710,5.052,0.00221
Michigan,26,2003,2003,496,10041152,4.940,0.00216
Michigan,26,2004,2004,511,10055315,5.082,0.00223
Michigan,26,2005,2005,510,10051137,5.074,0.00222
Michigan,26,2006,2006,553,10036081,5.510,0.00241
Michigan,26,2007,2007,526,10001284,5.259,0.00229
Michigan,26,2008,2008,506,9946889,5.087,0.00221
Michigan,26,2009,2009,513,9901591,5.181,0.00224
Michigan,26,2010,2010,464,9883640,4.695,0.00202
Michigan,26,2011,2011,527,9876187,5.336,0.0023
Michigan,26,2012,2012,591,9883360,5.980,0.00258
Michigan,26,2013,2013,509,9895622,5.144,0.00222
Michigan,26,2014,2014,418,9909877,4.218,0.00182
Michigan,26,2015,2015,462,9922576,4.656,0.00202
Michigan,26,2016,2016,508,9928300,5.117,0.00222
Minnesota,27,1999,1999,66,4873481,1.354,0.00029
Minnesota,27,2000,2000,89,4919479,1.809,0.00039
Minnesota,27,2001,2001,78,4982796,1.565,0.00034
Minnesota,27,2002,2002,65,5018935,1.295,0.00028
Minnesota,27,2003,2003,86,5053572,1.702,0.00038
Minnesota,27,2004,2004,92,5087713,1.808,0.0004
Minnesota,27,2005,2005,104,5119598,2.031,0.00045
Minnesota,27,2006,2006,86,5163555,1.666,0.00038
Minnesota,27,2007,2007,74,5207203,1.421,0.00032
Minnesota,27,2008,2008,81,5247018,1.544,0.00035
Minnesota,27,2009,2009,51,5281203,0.966,0.00022
Minnesota,27,2010,2010,75,5303925,1.414,0.00033
Minnesota,27,2011,2011,67,5344861,1.254,0.00029
Minnesota,27,2012,2012,67,5379139,1.246,0.00029
Minnesota,27,2013,2013,84,5420380,1.550,0.00037
Minnesota,27,2014,2014,67,5457173,1.228,0.00029
Minnesota,27,2015,2015,99,5489594,1.803,0.00043
Minnesota,27,2016,2016,90,5519952,1.630,0.00039
Mississippi,28,1999,1999,265,2828408,9.369,0.00116
Mississippi,28,2000,2000,248,2844658,8.718,0.00108
Mississippi,28,2001,2001,258,2852994,9.043,0.00113
Mississippi,28,2002,2002,233,2858681,8.151,0.00102
Mississippi,28,2003,2003,227,2868312,7.914,0.00099
Mississippi,28,2004,2004,222,2889010,7.684,0.00097
Mississippi,28,2005,2005,202,2905943,6.951,0.00088
Mississippi,28,2006,2006,250,2904978,8.606,0.00109
Mississippi,28,2007,2007,256,2928350,8.742,0.00112
Mississippi,28,2008,2008,275,2947806,9.329,0.0012
Mississippi,28,2009,2009,216,2958774,7.300,0.00094
Mississippi,28,2010,2010,218,2967297,7.347,0.00095
Mississippi,28,2011,2011,259,2978512,8.696,0.00113
Mississippi,28,2012,2012,234,2984926,7.839,0.00102
Mississippi,28,2013,2013,244,2991207,8.157,0.00106
Mississippi,28,2014,2014,289,2994079,9.652,0.00126
Mississippi,28,2015,2015,293,2992333,9.792,0.00128
Mississippi,28,2016,2016,313,2988726,10.473,0.00137
Missouri,29,1999,1999,280,5561948,5.034,0.00122
Missouri,29,2000,2000,305,5595211,5.451,0.00133
Missouri,29,2001,2001,316,5641142,5.602,0.00138
Missouri,29,2002,2002,270,5674825,4.758,0.00118
Missouri,29,2003,2003,243,5709403,4.256,0.00106
Missouri,29,2004,2004,274,5747741,4.767,0.0012
Missouri,29,2005,2005,323,5790300,5.578,0.00141
Missouri,29,2006,2006,319,5842704,5.460,0.00139
Missouri,29,2007,2007,300,5887612,5.095,0.00131
Missouri,29,2008,2008,392,5923916,6.617,0.00171
Missouri,29,2009,2009,346,5961088,5.804,0.00151
Missouri,29,2010,2010,351,5988927,5.861,0.00153
Missouri,29,2011,2011,336,6010688,5.590,0.00147
Missouri,29,2012,2012,333,6021988,5.530,0.00145
Missouri,29,2013,2013,319,6044171,5.278,0.00139
Missouri,29,2014,2014,345,6063589,5.690,0.00151
Missouri,29,2015,2015,482,6083672,7.923,0.0021
Missouri,29,2016,2016,485,6093000,7.960,0.00212
Montana,30,1999,1999,27,897507,3.008,0.00012
Montana,30,2000,2000,25,902195,2.771,0.00011
Montana,30,2001,2001,26,906961,2.867,0.00011
Montana,30,2002,2002,17,911667,Unreliable,0.00007
Montana,30,2003,2003,25,919630,2.718,0.00011
Montana,30,2004,2004,20,930009,2.151,0.00009
Montana,30,2005,2005,23,940102,2.447,0.0001
Montana,30,2006,2006,16,952692,Unreliable,0.00007
Montana,30,2007,2007,17,964706,Unreliable,0.00007
Montana,30,2008,2008,21,976415,2.151,0.00009
Montana,30,2009,2009,29,983982,2.947,0.00013
Montana,30,2010,2010,22,989415,2.224,0.0001
Montana,30,2011,2011,15,998199,Unreliable,0.00007
Montana,30,2012,2012,15,1005141,Unreliable,0.00007
Montana,30,2013,2013,18,1015165,Unreliable,0.00008
Montana,30,2014,2014,18,1023579,Unreliable,0.00008
Montana,30,2015,2015,27,1032949,2.614,0.00012
Montana,30,2016,2016,28,1042520,2.686,0.00012
Nebraska,31,1999,1999,37,1704764,2.170,0.00016
Nebraska,31,2000,2000,51,1711263,2.980,0.00022
Nebraska,31,2001,2001,30,1719836,1.744,0.00013
Nebraska,31,2002,2002,34,1728292,1.967,0.00015
Nebraska,31,2003,2003,39,1738643,2.243,0.00017
Nebraska,31,2004,2004,30,1749370,1.715,0.00013
Nebraska,31,2005,2005,33,1761497,1.873,0.00014
Nebraska,31,2006,2006,35,1772693,1.974,0.00015
Nebraska,31,2007,2007,50,1783440,2.804,0.00022
Nebraska,31,2008,2008,51,1796378,2.839,0.00022
Nebraska,31,2009,2009,38,1812683,2.096,0.00017
Nebraska,31,2010,2010,46,1826341,2.519,0.0002
Nebraska,31,2011,2011,50,1842641,2.713,0.00022
Nebraska,31,2012,2012,52,1855525,2.802,0.00023
Nebraska,31,2013,2013,56,1868516,2.997,0.00024
Nebraska,31,2014,2014,45,1881503,2.392,0.0002
Nebraska,31,2015,2015,54,1896190,2.848,0.00024
